red,green,blue,black,yellow,no match,skin_type,initial_price,curr_price,days_since_release
0,30564,48,95530,3458,0,Boots,1.5,1.7,1058
336,34042,42,88402,6778,0,Leather Gloves,2.27,3.46,1058
2,13373,47,115560,618,0,Hoodie,0.99,2.26,1058
2,15717,46,113495,340,0,Pants,0.99,0.92,1058
600,17342,43,108989,2626,0,Road Sign Jacket,0.99,0.79,1093
1,25004,47,102763,1785,0,Large Wood Box,1.49,5.03,1205
1,16510,49,112060,980,0,Hammer,29.16,3.33,1259
394,14401,47,108180,6578,0,Coffee Can Helmet,3.96,0.99,1196
6,17250,65,109878,2401,0,Revolver,1.99,4.8,1155
44,11957,32,116545,1022,0,Waterpipe Shotgun,5.13,3.54,1187
22,22141,364,105536,1537,0,Metal Chest Plate,0.99,1.24,700
3,17212,125,111977,283,0,Metal Facemask,0.99,1.69,700
0,15209,44,114224,123,0,Metal Facemask,1.49,3.61,1238
21,5857,30,122319,1373,0,Double Barrel Shotgun,2.01,3.36,875
6,12204,32,113410,3948,0,Hatchet,1.71,1.57,868
948,23912,50,100271,4419,0,Python Revolver,2.77,1.57,869
1525,6331,55,120232,1457,0,MP5A4,1.99,5.84,1030
1425,14356,305,109652,3862,0,Furnace,2.99,3.15,659
286,13193,36,115028,1057,0,Sheet Metal Door,1.49,1.6,274
926,10501,55,109763,8355,0,MP5A4,1.99,8.05,1016
998,8520,51,119230,801,0,LR-300,1.99,6.53,917
612,56133,21,70484,2350,0,Wood Double Door,1.49,1.79,238
8,18906,26,108819,1841,0,Sheet Metal Door,1.49,2.39,183
0,14714,3315,106921,4650,0,Beenie Hat,2.49,1.29,1701
669,10597,95,113283,4956,0,Stone Hatchet,1.99,1.53,519
1705,9101,159,115071,3564,0,Stone Pickaxe,1.99,2.02,519
1397,44433,28,79525,4217,0,Wooden Door,1.49,3.78,848
3600,31971,29,74718,19282,0,Wooden Door,1.49,2.11,1051
358,14472,46,106916,7808,0,Double Barrel Shotgun,1.99,3.03,504
0,5931,24,121328,2317,0,Bandana Mask,2.49,10.04,1701
4,13566,30,115860,140,0,Wooden Door,2.44,1.82,147
954,18753,2763,104659,2471,0,Rocket Launcher,1.99,1.76,981
1,12569,30,116061,939,0,Sleeping Bag,5.99,4.29,1701
290,33964,28,93984,1334,0,Sleeping Bag,1.85,5.08,896
11,39806,51,75458,14274,0,Bucket Helmet,2.49,0.87,1624
21,6630,95,122171,683,0,Water Purifier,1.49,1.06,321
41,6569,30,115528,7432,0,Salvaged Sword,0.87,2.75,1252
1,45144,68,83459,928,0,Snow Jacket,9.05,0.07,1674
270,5751,56,122334,1189,0,Semi-Automatic Rifle,4.99,3.73,1267
12792,9283,60,107037,428,0,Hoodie,0.99,2.73,1065
11367,1851,48,116327,7,0,Pants,0.99,9.37,1065
31,4493,28,124840,208,0,Miners Hat,4.05,7.92,1155
207,20955,46,98023,10369,0,Large Wood Box,1.49,4.64,960
47,11046,42,113321,5144,0,Assault Rifle,1.99,2.79,939
14,9548,618,115927,3493,0,Assault Rifle,4.99,6.33,799
401,19158,47,88498,21496,0,Large Wood Box,1.49,1.78,70
1162,19344,47,97313,11734,0,Large Wood Box,1.49,1.72,70
81,21989,301,94933,12296,0,Large Wood Box,1.49,1.51,22
132,19591,722,94966,14189,0,Large Wood Box,1.49,1.99,70
80,21527,1806,91456,14731,0,Large Wood Box,1.49,2.52,35
66,23948,47,90475,15064,0,Large Wood Box,1.49,2.21,64
89,21578,47,89317,18569,0,Large Wood Box,1.49,2.98,64
76,25975,3486,86276,13787,0,Large Wood Box,1.49,4.72,77
6434,17003,47,90471,15645,0,Large Wood Box,1.49,4.35,77
0,2332,39,127192,37,0,Longsword,8.41,5.86,1253
16056,16033,284,84601,12626,0,Sheet Metal Door,1.49,1.84,119
1,48581,40,76512,4466,0,Longsleeve T-Shirt,0.53,0.06,1786
898,15002,36,108679,4985,0,Chair,2.13,5.8,966
0,30474,762,90224,8140,0,Hoodie,0.99,7.28,1086
400,27801,48,99253,2098,0,Boots,1.1,1.34,1072
769,8534,34,117036,3227,0,Riot Helmet,1.87,1.14,1084
539,17833,46,110175,1007,0,Hoodie,0.99,0.99,1107
215,11854,46,117192,293,0,Pants,0.99,0.84,1093
282,23899,43,96342,9034,0,Semi-Automatic Pistol,2.03,1.09,1084
8446,12996,18,96391,11749,0,Garage Door,1.49,2.31,441
692,6036,1916,112389,8567,0,Salvaged Sword,2.99,1.25,491
907,16570,22,109513,2588,0,Improvised Balaclava,2.85,31.2,1680
236,9179,74,113344,6767,0,Custom SMG,16.33,5.23,1258
